DepartmentName,Age,LengthService,AbsentHours
Meats,46.15,3.64,80.95
Meats,38.62,5.74,80.00
Meats,39.88,5.30,14.29
Meats,52.54,5.56,117.85
Customer Service,37.90,5.73,13.51
Meats,39.00,4.95,61.28
Dairy,46.62,4.45,78.09
Meats,48.11,3.59,92.21
Meats,54.63,2.61,142.78
Dairy,47.99,7.36,86.31
Meats,50.31,6.06,62.79
Store Management,50.80,4.83,81.59
Meats,58.57,4.44,115.09
Customer Service,55.89,6.90,143.06
Meats,53.94,4.87,117.24
Dairy,43.99,3.25,47.74
Meats,42.45,4.81,44.66
Meats,37.17,3.68,35.50
Meats,57.25,4.31,92.13
Dairy,32.73,3.66,10.30
Meats,36.66,4.63,0.00
Bakery,34.70,5.56,17.53
Meats,40.38,5.55,27.20
Meats,46.51,3.52,106.59
Dairy,26.09,2.25,0.00
Produce,36.36,3.19,47.00
Dairy,50.15,5.42,84.64
Meats,38.67,4.01,47.58
Meats,42.08,4.46,87.60
Meats,30.78,2.75,0.00
Meats,31.62,5.66,0.00
Meats,32.06,3.65,3.15
Meats,57.81,6.86,134.89
Meats,26.90,4.76,17.58
Meats,43.62,5.14,74.71
Meats,47.32,8.18,86.73
Meats,44.62,3.94,61.77
Meats,28.55,5.40,0.00
Dairy,39.44,3.75,37.16
Dairy,49.53,4.01,74.20
Meats,42.64,4.89,40.16
Bakery,39.83,1.61,107.32
Meats,23.23,5.08,0.00
Dairy,33.85,4.35,49.21
Meats,52.95,4.56,123.91
Dairy,67.75,3.87,171.85
Meats,59.62,3.32,164.48
Meats,38.97,2.96,42.99
Meats,56.61,4.63,145.33
Customer Service,60.78,5.92,157.09
Bakery,45.55,3.64,36.04
Produce,25.43,7.34,0.00
Meats,40.27,3.39,51.77
Meats,50.10,5.49,116.31
Meats,46.52,3.05,98.52
Dairy,46.83,4.00,102.27
Meats,50.14,3.82,60.95
Meats,40.31,3.64,72.54
Meats,45.71,6.80,91.65
Meats,30.85,6.19,19.80
Processed Foods,61.65,4.68,173.72
Meats,46.40,6.64,68.54
Bakery,35.10,5.23,0.00
Dairy,47.51,3.20,89.61
Customer Service,55.15,5.24,148.49
Customer Service,42.62,4.94,74.38
Meats,36.16,4.52,58.44
Meats,34.79,5.66,3.98
Meats,46.23,3.52,99.62
Customer Service,40.22,5.36,56.37
Dairy,55.32,6.56,134.43
Meats,53.62,8.05,117.36
Produce,33.18,4.83,38.11
Meats,45.30,4.64,37.41
Meats,57.81,2.86,195.61
Dairy,35.87,3.90,50.08
Produce,44.75,4.18,59.87
Dairy,32.48,1.54,0.00
Meats,29.37,4.08,34.66
Meats,37.34,2.90,57.41
Meats,30.28,1.29,14.56
Meats,36.71,4.35,38.50
Dairy,32.44,2.59,0.00
Meats,45.50,4.78,52.28
Meats,52.67,5.38,93.93
Dairy,63.22,3.78,141.91
Meats,27.27,5.52,0.00
Customer Service,24.27,3.05,0.00
Meats,57.09,4.98,145.54
Meats,28.93,5.91,20.52
Meats,29.59,3.01,0.00
Dairy,43.84,6.27,13.94
Dairy,26.27,5.15,0.00
Dairy,69.53,2.90,166.54
Bakery,57.17,7.10,178.27
Store Management,33.56,4.89,0.00
Meats,47.56,4.24,122.38
Meats,15.84,3.41,0.00
Meats,32.63,5.56,0.02
Dairy,47.73,5.13,30.24
Meats,30.96,3.43,57.25
Dairy,42.82,4.30,54.07
Meats,33.78,1.40,42.25
Meats,33.68,5.72,32.76
Dairy,57.60,6.57,140.37
Meats,34.67,3.99,45.13
Meats,35.74,4.15,50.03
Meats,51.82,4.82,70.42
Meats,43.86,2.18,107.02
Dairy,51.05,4.71,104.56
Customer Service,52.98,2.97,125.44
Meats,28.93,5.44,13.23
Meats,52.52,4.89,106.10
Meats,56.18,4.63,119.56
Meats,30.90,1.55,14.77
Bakery,29.71,3.02,0.00
Meats,51.82,1.75,70.69
Produce,48.31,7.73,38.70
Meats,43.61,3.10,20.09
Dairy,31.51,3.60,0.00
Dairy,59.00,4.31,158.05
Customer Service,51.00,4.23,121.14
Meats,41.24,2.12,46.21
Meats,27.96,4.17,0.00
Meats,38.09,4.35,29.06
Meats,43.78,3.06,95.70
Dairy,38.93,4.81,71.63
Bakery,35.69,2.90,33.71
Dairy,59.78,6.59,155.71
Meats,30.17,1.79,0.00
Processed Foods,30.50,3.56,27.08
Meats,20.46,6.20,0.00
Meats,40.05,4.17,44.68
Meats,51.16,5.64,107.23
Dairy,62.16,6.68,198.54
Meats,46.18,4.15,91.11
Dairy,52.08,4.32,105.83
Meats,53.33,5.23,151.81
Meats,41.97,6.72,18.70
Dairy,42.79,3.68,49.25
Meats,37.42,4.33,37.87
Meats,53.78,5.79,124.78
Meats,31.17,5.81,74.17
Meats,26.74,3.81,0.00
Produce,42.05,5.56,21.36
Dairy,51.35,5.65,125.63
Produce,43.82,4.17,65.65
Meats,40.68,4.47,13.60
Produce,34.72,4.28,28.87
Dairy,47.60,3.99,62.66
Meats,35.25,2.97,22.04
Dairy,37.78,7.32,27.51
Dairy,30.53,7.76,0.00
Dairy,35.67,4.72,31.31
Meats,56.83,4.19,130.33
Processed Foods,47.35,5.38,118.83
Customer Service,42.87,5.51,63.33
Meats,48.92,6.04,107.37
Dairy,39.79,4.57,67.49
Customer Service,49.15,7.44,94.10
Meats,44.85,5.60,81.16
Meats,39.14,5.74,22.20
Meats,43.75,4.38,100.02
Meats,41.82,2.65,52.51
Customer Service,43.84,4.62,45.09
Customer Service,48.76,2.70,36.88
Meats,40.11,4.31,24.62
Meats,34.41,2.86,62.91
Customer Service,32.13,2.43,0.00
Meats,35.12,4.87,23.32
Meats,57.08,3.85,164.53
Meats,42.22,1.00,31.35
Meats,34.31,3.21,2.27
Meats,39.08,6.09,73.57
Meats,42.11,5.49,61.21
Meats,38.32,4.62,40.12
Produce,35.94,4.54,49.21
Meats,58.45,4.70,100.85
Dairy,61.26,5.41,157.18
Meats,47.96,5.28,95.36
Meats,42.24,3.07,51.44
Dairy,39.85,3.26,64.56
Meats,30.03,5.95,9.28
Dairy,48.80,4.31,71.05
Dairy,49.66,4.92,72.31
Meats,50.07,2.90,100.08
Meats,31.85,3.68,6.70
Dairy,47.54,4.12,69.02
Meats,31.78,6.02,31.11
Meats,39.37,3.67,50.75
Dairy,51.71,5.47,114.81
Meats,39.86,3.86,28.74
Customer Service,21.29,3.70,0.00
Meats,53.92,5.80,116.61
Store Management,41.95,5.85,41.70
Dairy,54.04,5.01,144.56
Produce,48.62,6.52,25.80
Meats,52.20,3.16,163.70
Meats,55.62,5.53,61.90
Produce,49.42,5.87,101.79
Produce,47.64,6.61,86.68
Meats,20.14,4.85,0.00
Produce,39.13,2.83,70.52
Dairy,64.11,6.95,172.03
Dairy,29.20,3.73,0.00
Processed Foods,49.62,4.05,97.52
Dairy,41.71,3.94,31.24
Meats,28.71,5.61,0.00
Meats,59.99,6.41,148.53
Meats,32.19,2.78,0.36
Produce,25.51,4.98,0.00
Dairy,31.73,8.76,9.76
Produce,50.36,1.11,90.85
Meats,37.71,6.37,0.00
Dairy,43.84,4.58,96.41
Meats,51.91,5.53,153.06
Dairy,35.11,4.86,8.33
Meats,22.87,2.81,0.00
Dairy,44.14,4.12,88.25
Meats,30.35,3.07,0.00
Produce,38.96,1.52,28.54
Meats,29.15,5.60,4.96
Produce,38.94,5.00,38.76
Meats,42.52,4.16,70.77
Dairy,53.26,3.14,89.20
Meats,33.52,3.54,42.28
Meats,57.87,1.83,127.08
Produce,32.90,4.90,0.00
Customer Service,40.10,3.83,53.98
Produce,50.78,5.40,89.96
Dairy,61.00,1.58,149.18
Meats,29.85,6.57,0.00
Meats,39.29,4.16,52.41
Meats,59.26,4.57,151.24
Meats,24.61,6.38,0.00
Meats,43.74,5.30,0.00
Meats,55.37,6.32,157.37
Meats,31.64,0.83,0.00
Meats,47.85,3.49,49.06
Dairy,42.19,5.75,50.73
Customer Service,40.81,5.88,16.16
Meats,45.04,5.23,33.89
Meats,41.17,5.02,89.71
Meats,31.17,3.81,51.82
Meats,51.36,4.78,52.90
Processed Foods,41.24,3.59,56.79
Meats,44.05,8.17,89.53
Produce,40.98,3.03,104.16
Produce,43.89,3.86,99.45
Dairy,23.46,0.41,0.00
Meats,32.67,4.21,0.00
Meats,41.30,3.42,60.61
Meats,46.04,4.76,16.11
Meats,39.29,4.25,37.67
Meats,33.31,3.61,53.04
Produce,29.12,3.68,0.45
Meats,31.90,5.65,5.86
Produce,36.90,3.54,42.32
Dairy,30.14,5.42,53.63
Meats,39.80,7.39,75.84
Produce,35.20,4.03,38.29
Dairy,34.30,4.14,0.00
Produce,44.81,6.26,49.92
Produce,36.63,3.26,16.33
Dairy,49.47,6.04,71.26
Meats,42.79,6.71,90.70
Bakery,42.26,1.52,28.02
Produce,50.35,9.09,69.81
Meats,39.24,4.41,47.35
Bakery,44.56,3.49,70.77
Meats,61.49,5.70,169.42
Meats,45.38,4.06,113.40
Meats,52.14,4.27,98.00
Dairy,38.47,5.10,17.00
Produce,52.14,3.54,74.29
Meats,35.23,5.37,46.19
Dairy,33.76,3.33,52.06
Meats,38.17,3.89,26.31
Dairy,57.85,2.46,161.68
Meats,48.21,3.15,83.73
Dairy,45.83,7.83,71.10
Dairy,48.98,3.04,79.01
Meats,59.98,4.02,142.06
Meats,44.33,3.73,144.25
Meats,39.69,4.30,98.53
Dairy,45.78,4.86,70.28
Produce,70.03,7.19,148.60
Dairy,43.78,3.78,56.26
Dairy,41.65,2.88,104.12
Meats,60.24,4.76,165.26
Dairy,43.37,4.01,45.58
Dairy,16.62,6.41,0.00
Dairy,39.23,5.42,52.22
Meats,61.69,4.47,176.71
Meats,34.44,4.11,0.00
Meats,37.23,5.18,54.25
Dairy,24.79,4.73,0.00
Meats,42.68,4.89,72.54
Produce,40.65,3.74,35.78
Meats,46.84,4.65,107.00
Meats,53.68,5.45,41.67
Produce,56.27,3.01,147.76
Dairy,56.87,5.38,93.34
Dairy,40.82,2.14,72.26
Produce,32.95,2.83,0.00
Meats,39.05,4.95,0.00
Meats,45.69,4.01,118.91
Meats,29.49,5.33,1.95
Meats,51.77,1.87,108.67
Meats,25.05,6.64,0.00
Meats,40.60,5.56,38.30
Meats,35.58,4.19,16.57
Meats,44.57,5.32,29.94
Processed Foods,28.41,3.90,0.00
Dairy,46.40,5.94,124.45
Meats,49.40,5.34,115.54
Meats,50.10,5.57,61.90
Meats,36.86,4.63,28.37
Meats,40.42,5.38,58.11
Meats,30.20,4.65,13.60
Dairy,29.15,4.16,0.00
Meats,36.54,5.29,25.61
Produce,32.61,7.83,14.97
Dairy,47.37,3.86,64.17
Processed Foods,43.05,3.22,51.94
Produce,42.94,2.94,76.76
Dairy,44.02,4.11,126.51
Dairy,41.64,3.13,37.03
Meats,36.03,4.22,65.43
Produce,53.14,4.87,84.23
Meats,47.74,3.36,126.87
Meats,46.99,2.63,93.38
Meats,46.22,3.17,62.17
Meats,46.33,4.99,79.54
Meats,47.13,5.78,59.06
Meats,38.55,6.54,57.79
Dairy,28.87,3.02,36.66
Dairy,42.57,3.83,46.90
Meats,44.32,5.54,18.41
Processed Foods,40.40,2.81,45.46
Meats,47.29,6.26,89.92
Meats,31.78,2.86,0.16
Meats,39.69,6.13,59.38
Meats,50.81,4.10,137.01
Produce,46.48,5.51,75.10
Meats,42.24,5.60,9.26
Meats,35.51,5.55,50.14
Meats,37.14,4.34,58.13
Meats,42.16,5.15,34.37
Meats,46.80,3.59,72.10
Dairy,67.36,5.14,150.35
Meats,55.45,4.77,62.24
Dairy,44.07,3.91,45.12
Meats,45.93,6.04,64.48
Meats,25.89,6.37,0.00
Produce,41.95,2.66,67.51
Bakery,42.78,5.51,93.45
Bakery,50.31,5.56,111.71
Meats,37.40,5.67,24.91
Bakery,65.27,5.53,234.21
Dairy,33.64,3.51,52.14
Meats,50.47,4.65,87.13
Meats,32.91,5.81,46.75
Meats,29.00,1.33,14.74
Dairy,49.04,5.82,155.54
Bakery,51.45,2.77,129.54
Meats,60.57,5.36,181.63
Bakery,45.75,3.23,100.56
Meats,39.71,6.22,10.79
Meats,60.14,4.03,173.38
Bakery,47.16,5.64,81.69
Meats,49.63,4.50,49.20
Meats,37.73,5.92,13.47
Bakery,36.67,3.96,50.87
Bakery,38.14,4.58,45.21
Meats,45.65,4.53,118.24
Meats,42.80,2.48,46.53
Meats,69.19,3.14,155.67
Bakery,46.41,4.71,42.98
Meats,31.94,5.42,22.87
Meats,32.62,2.64,23.45
Bakery,50.59,3.89,128.54
Meats,40.27,2.88,0.00
Bakery,39.49,5.65,43.98
Meats,35.37,6.38,17.25
Meats,64.96,7.22,176.61
Meats,36.62,4.43,95.13
Bakery,52.20,3.37,130.82
Meats,39.43,1.95,38.87
Customer Service,28.47,1.95,0.00
Meats,29.76,4.99,0.00
Dairy,45.04,2.81,70.84
Meats,22.18,4.43,0.00
Meats,60.52,4.00,139.24
Meats,41.15,4.39,56.57
Meats,46.95,2.18,97.43
Meats,25.13,7.09,0.00
Meats,58.76,3.92,107.49
Bakery,39.18,1.74,25.52
Produce,13.00,6.11,0.00
Meats,38.04,4.09,34.48
Dairy,48.20,5.15,83.83
Bakery,55.15,1.69,164.08
Meats,51.07,1.84,94.95
Bakery,45.17,5.10,115.95
Meats,48.63,5.46,80.97
Meats,26.45,5.38,0.00
Customer Service,52.40,5.07,65.30
Meats,28.15,4.20,1.67
Bakery,38.82,6.35,45.95
Meats,39.96,4.81,75.76
Produce,36.75,5.90,0.00
Meats,33.71,8.40,0.00
Meats,48.44,5.24,139.12
Meats,62.25,6.18,170.83
Meats,43.90,6.17,32.73
Meats,42.39,4.98,117.05
Meats,32.25,3.21,21.39
Dairy,50.41,4.54,44.66
Meats,52.88,5.32,97.54
Meats,33.44,6.31,33.81
Customer Service,41.90,6.54,79.34
Meats,42.70,5.28,53.77
Meats,29.12,4.68,0.00
Meats,35.37,7.34,0.00
Bakery,44.82,5.72,102.12
Produce,46.48,5.08,139.51
Meats,39.36,4.12,42.93
Bakery,38.69,5.31,50.08
Meats,49.66,1.57,99.62
Meats,42.08,6.09,62.10
Meats,44.67,2.58,88.79
Meats,56.87,4.80,99.85
Dairy,59.95,0.62,109.06
Meats,34.08,3.91,0.51
Meats,40.96,3.87,89.55
Dairy,26.56,3.24,15.09
Dairy,48.07,5.04,113.10
Meats,49.28,4.52,128.17
Meats,38.86,2.98,26.05
Dairy,46.33,5.73,56.53
Meats,33.37,3.81,0.00
Meats,25.11,6.39,0.00
Dairy,46.56,7.74,115.19
Dairy,39.58,3.56,63.58
Bakery,37.59,3.06,40.93
Bakery,33.76,6.62,17.65
Meats,41.51,4.38,92.04
Meats,56.83,5.32,144.32
Meats,46.82,4.02,98.49
Produce,50.37,5.54,70.70
Meats,38.44,6.89,11.74
Meats,36.81,3.69,37.49
Dairy,55.05,2.56,124.16
Bakery,27.06,5.77,0.00
Meats,41.91,6.78,64.78
Meats,36.34,4.85,31.16
Bakery,43.05,5.21,70.82
Meats,55.38,2.96,86.14
Dairy,27.43,1.85,9.19
Bakery,56.02,6.76,127.39
Meats,47.00,8.61,71.96
Meats,30.81,4.28,21.18
Meats,46.59,3.46,82.01
Meats,48.91,3.85,135.32
Meats,56.52,3.83,102.77
Meats,42.35,2.46,93.58
Meats,50.13,4.79,69.91
Meats,63.44,6.11,198.14
Customer Service,46.08,3.99,50.04
Bakery,32.70,4.78,0.00
Processed Foods,33.49,5.27,14.74
Meats,29.57,7.13,0.00
Meats,54.22,5.46,60.33
Bakery,42.18,6.18,111.81
Meats,16.53,1.15,0.00
Meats,36.94,5.48,0.00
Dairy,54.34,5.75,126.71
Meats,37.83,4.68,73.09
Meats,25.34,3.05,7.86
Dairy,43.84,2.93,66.42
Meats,38.71,3.32,84.70
Bakery,24.35,1.85,0.00
Meats,33.72,3.82,50.22
Dairy,46.48,8.67,49.02
Meats,32.72,4.09,5.33
Processed Foods,33.31,4.51,0.00
Meats,32.28,3.13,0.00
Meats,25.37,3.98,5.16
Meats,43.84,4.40,75.51
Meats,44.76,6.32,121.11
Meats,16.79,2.52,0.00
Dairy,50.07,5.26,78.72
Meats,38.49,5.37,28.67
Meats,53.13,3.74,102.50
Meats,33.73,3.34,0.00
Meats,42.37,2.17,80.90
Meats,53.02,4.63,127.32
Dairy,42.38,5.32,28.76
Dairy,52.16,3.47,124.15
Dairy,35.77,4.17,8.49
Meats,44.00,4.50,67.43
Meats,45.13,3.27,79.40
Produce,43.20,3.65,60.84
Meats,52.28,4.23,177.51
Dairy,37.18,5.75,0.00
Meats,31.05,2.10,10.40
Meats,43.64,5.29,77.78
Meats,38.11,4.96,10.13
Meats,19.57,7.18,0.00
Meats,51.97,3.67,71.32
Meats,48.55,4.42,35.38
Meats,36.63,4.20,25.03
Customer Service,63.48,3.29,194.65
Meats,40.71,4.37,50.16
Produce,41.82,4.59,20.51
Meats,36.72,3.11,24.47
Meats,41.34,2.09,110.90
Dairy,29.48,2.60,0.00
Dairy,48.91,4.63,132.06
Meats,40.20,2.75,44.00
Meats,38.67,6.85,26.16
Meats,40.97,4.60,68.69
Dairy,34.76,5.96,58.90
Meats,41.45,4.65,0.00
Dairy,44.29,4.59,39.03
Meats,38.88,1.79,55.24
Meats,37.98,4.30,52.46
Meats,46.56,1.71,73.41
Meats,27.30,2.79,34.12
Meats,43.14,4.56,84.71
Customer Service,54.11,3.84,108.38
Dairy,45.81,4.41,76.13
Meats,62.72,5.26,206.02
Dairy,41.78,5.33,40.99
Meats,53.74,5.39,91.50
Meats,28.43,7.79,0.00
Meats,18.37,4.64,0.00
Meats,18.94,4.86,0.00
Meats,44.28,3.99,122.59
Meats,43.06,6.16,63.09
Meats,36.23,3.73,3.85
Meats,39.46,4.83,92.42
Meats,48.97,4.90,52.11
Meats,65.20,5.78,222.68
Meats,43.40,2.65,80.29
Meats,54.46,2.35,136.74
Meats,32.71,5.86,0.00
Meats,22.32,4.71,0.00
Meats,35.19,3.53,32.75
Meats,39.29,3.84,1.82
Meats,34.44,3.43,0.00
Meats,23.41,6.45,0.00
Dairy,46.88,5.01,59.71
Meats,26.56,4.31,0.00
Meats,33.00,5.33,29.10
Meats,49.25,3.44,64.67
Meats,37.06,4.79,26.10
Meats,40.92,3.56,74.15
Meats,52.04,4.50,103.76
Dairy,40.60,2.59,22.75
Dairy,47.03,7.09,100.09
Produce,15.72,3.70,0.00
Dairy,33.40,4.96,38.05
Dairy,61.09,3.08,196.49
Dairy,42.32,5.35,22.51
Meats,33.72,5.60,0.00
Meats,39.00,6.42,11.97
Meats,31.83,3.64,62.52
Meats,41.93,2.70,97.79
Meats,53.07,2.78,88.60
Dairy,42.98,4.00,82.21
Meats,50.19,6.06,82.89
Meats,29.97,6.12,0.00
Produce,38.98,4.44,24.71
Dairy,14.66,3.51,0.00
Meats,55.46,4.75,109.37
Dairy,35.30,5.73,12.91
Meats,57.42,2.12,86.99
Dairy,45.67,4.14,105.15
Dairy,53.85,5.76,152.80
Meats,19.57,1.89,0.00
Meats,47.36,3.83,90.51
Meats,40.08,4.81,58.87
Meats,46.94,5.82,135.87
Meats,38.60,7.17,4.25
Meats,52.98,3.26,102.59
Meats,60.96,6.77,119.41
Meats,29.13,4.14,0.00
Dairy,69.97,3.63,224.43
Meats,34.53,4.25,0.00
Dairy,50.28,2.44,118.81
Meats,38.83,2.93,49.86
Meats,35.27,3.38,17.40
Meats,30.40,6.76,0.00
Meats,48.59,7.06,106.59
Meats,40.19,4.21,62.16
Dairy,26.58,4.57,0.00
Dairy,52.10,6.22,86.35
Meats,48.87,5.21,93.94
Meats,34.03,5.72,0.00
Meats,54.51,6.29,114.21
Meats,42.05,3.03,50.25
Produce,34.70,6.56,32.93
Meats,47.02,4.97,114.64
Produce,31.08,6.56,0.00
Meats,41.23,7.91,31.69
Meats,39.20,4.15,48.83
Meats,44.56,5.82,72.48
Produce,54.61,3.57,127.74
Meats,44.33,3.36,105.63
Meats,21.10,4.88,0.00
Dairy,36.04,5.33,21.73
Meats,35.50,0.28,12.05
Meats,24.47,5.09,0.00
Meats,26.76,8.84,0.00
Dairy,38.84,4.07,6.22
Dairy,37.40,8.05,25.76
Dairy,33.49,5.22,35.98
Meats,41.59,5.38,52.49
Meats,37.94,6.33,27.13
Meats,38.95,1.06,56.55
Meats,40.48,5.18,43.60
Dairy,18.99,3.82,0.00
Dairy,32.38,2.19,0.00
Meats,50.82,3.61,116.54
Processed Foods,45.11,4.45,45.68
Dairy,25.44,2.86,33.93
Meats,46.15,5.51,95.25
Dairy,34.83,4.13,53.43
Meats,35.88,8.48,72.25
Meats,37.32,4.44,48.96
Meats,45.01,4.01,55.51
Dairy,45.75,5.97,34.76
Meats,51.09,4.27,131.57
Meats,54.80,5.00,145.61
Dairy,29.76,4.24,1.66
Bakery,25.63,2.07,30.69
Meats,49.30,4.94,111.48
Bakery,36.37,2.22,0.30
Meats,25.74,2.98,0.00
Meats,43.05,3.29,80.27
Dairy,43.75,3.19,56.73
Meats,33.46,6.63,18.62
Meats,56.35,4.57,147.64
Meats,35.82,3.45,25.11
Produce,41.25,2.65,84.58
Dairy,52.88,4.84,134.13
Meats,62.15,4.69,197.04
Meats,33.35,4.43,4.95
Meats,45.33,3.36,71.15
Dairy,48.69,3.19,69.72
Meats,28.38,5.78,0.00
Meats,27.73,5.70,0.00
Dairy,55.52,4.00,126.50
Meats,47.90,5.73,78.88
Meats,44.29,6.29,75.19
Meats,38.90,4.58,54.09
Meats,46.24,4.51,60.87
Dairy,27.20,4.50,1.46
Meats,32.41,3.85,0.00
Bakery,43.97,7.20,47.18
Meats,38.06,3.90,83.29
Dairy,30.73,4.72,0.00
Meats,43.46,4.23,42.11
Dairy,37.54,6.85,70.92
Meats,47.79,3.34,97.69
Meats,51.16,7.34,113.30
Meats,43.73,7.12,68.12
Meats,51.18,3.14,139.93
Meats,27.27,4.22,31.26
Meats,42.15,5.81,66.31
Dairy,42.44,3.35,67.96
Meats,42.09,2.52,21.52
Meats,28.73,4.35,9.89
Meats,43.82,2.44,55.12
Store Management,41.93,2.53,78.56
Meats,40.28,6.92,21.56
Meats,39.86,4.57,38.60
Meats,37.96,2.17,51.88
Meats,34.00,1.13,32.96
Dairy,57.41,8.42,102.81
Dairy,46.63,4.71,56.63
Meats,21.03,2.89,0.00
Meats,31.60,5.05,0.00
Meats,29.30,3.81,0.00
Dairy,55.46,3.93,84.76
Meats,43.57,5.44,38.78
Meats,47.54,4.86,81.79
Meats,38.95,4.16,48.79
Meats,30.75,4.12,0.00
Bakery,35.82,5.91,12.13
Dairy,39.22,4.21,35.34
Meats,48.55,2.64,77.40
Meats,33.63,2.67,15.49
Meats,42.20,3.72,87.68
Meats,45.49,5.80,88.51
Dairy,46.62,3.00,68.62
Meats,46.88,5.82,82.85
Dairy,31.65,2.68,0.00
Meats,35.12,4.72,9.61
Meats,38.27,2.48,31.51
Meats,43.45,4.84,40.42
Dairy,45.35,4.47,82.42
Produce,39.48,5.66,42.46
Meats,56.73,5.49,137.47
Dairy,43.68,5.24,57.06
Meats,33.39,6.54,0.00
Meats,52.89,4.02,95.14
Meats,25.64,2.58,22.42
Meats,35.36,5.09,32.02
Meats,42.81,4.73,82.90
Meats,45.14,5.66,71.15
Dairy,53.40,3.76,64.10
Meats,40.37,1.21,79.79
Meats,53.96,5.12,130.44
Meats,42.84,5.02,73.27
Dairy,46.11,4.70,153.14
Processed Foods,36.75,3.18,53.16
Meats,23.29,4.43,0.00
Meats,41.18,6.05,68.09
Dairy,31.37,4.00,0.00
Meats,45.87,4.62,77.91
Meats,34.94,7.04,6.62
Meats,35.16,3.67,9.56
Meats,24.55,5.17,0.00
Meats,31.71,3.31,56.82
Meats,39.24,4.83,71.17
Meats,47.29,5.22,91.29
Meats,38.46,6.99,0.00
Meats,66.15,4.06,170.54
Dairy,37.73,4.00,59.64
Dairy,39.89,1.77,51.53
Meats,34.35,4.44,18.81
Meats,22.51,2.96,0.00
Processed Foods,54.03,4.92,133.16
Meats,46.84,6.39,113.56
Meats,49.57,5.62,127.86
Meats,39.78,3.56,80.73
Meats,26.25,5.30,0.00
Dairy,50.49,4.36,118.45
Meats,33.38,4.97,24.57
Meats,44.22,2.95,57.14
Dairy,21.75,5.00,0.00
Processed Foods,31.12,4.31,0.00
Meats,61.51,4.06,124.25
Meats,22.89,3.29,0.00
Meats,38.67,5.15,20.42
Dairy,32.70,4.60,8.66
Meats,47.68,4.33,87.58
Produce,42.77,4.25,76.31
Meats,53.55,7.25,112.94
Meats,51.96,3.36,109.05
Meats,32.93,4.60,0.00
Meats,45.34,4.54,42.02
Meats,48.92,3.41,95.54
Meats,54.87,2.88,126.69
Meats,44.47,7.24,104.34
Meats,36.44,4.82,0.00
Meats,36.94,3.80,39.91
Dairy,46.22,4.69,65.21
Processed Foods,50.53,3.62,125.70
Meats,37.39,2.11,83.13
Processed Foods,51.94,5.52,109.33
Meats,41.58,4.47,23.32
Meats,40.93,5.92,47.88
Meats,35.44,2.81,0.00
Meats,48.23,5.66,97.74
Meats,52.21,2.95,98.42
Meats,46.09,6.02,48.89
Meats,40.31,4.93,82.95
Processed Foods,52.24,7.58,106.00
Meats,25.46,5.87,0.00
Meats,34.28,5.57,16.68
Meats,28.38,7.18,44.48
Meats,49.42,4.14,115.81
Processed Foods,49.87,3.85,96.08
Meats,61.75,2.35,160.15
Meats,50.57,3.97,128.74
Meats,44.81,4.23,88.12
Meats,40.85,7.05,51.42
Meats,46.43,6.93,45.36
Meats,39.84,3.17,60.93
Meats,34.89,4.73,0.00
Bakery,43.46,4.44,84.88
Meats,25.62,4.67,0.72
Meats,59.71,4.98,167.43
Produce,44.90,3.30,28.84
Meats,18.60,6.62,0.00
Meats,30.99,2.67,0.00
Processed Foods,59.13,5.86,156.06
Meats,41.36,4.10,24.79
Meats,40.27,2.90,39.48
Meats,36.80,3.24,22.04
Meats,51.27,4.62,100.94
Meats,52.12,6.65,77.41
Meats,32.51,4.69,22.74
Meats,29.62,2.92,33.90
Processed Foods,32.81,4.38,0.00
Processed Foods,57.84,5.69,60.50
Meats,39.71,8.44,28.10
Meats,35.22,5.29,33.76
Dairy,52.57,2.75,122.68
Meats,54.24,2.50,104.20
Dairy,36.09,3.72,37.04
Meats,50.56,1.61,93.04
Processed Foods,49.42,5.95,95.90
Meats,26.60,5.11,0.00
Meats,51.13,5.81,90.28
Meats,41.89,3.08,74.04
Dairy,29.82,4.45,0.00
Dairy,30.12,5.00,0.00
Meats,57.09,4.77,112.60
Meats,43.08,4.40,44.32
Dairy,34.59,0.49,8.17
Meats,42.33,3.91,0.00
Processed Foods,38.42,5.64,22.86
Meats,33.91,6.86,54.77
Meats,39.99,6.31,106.10
Meats,46.31,5.19,53.33
Meats,47.60,5.33,99.54
Processed Foods,43.52,2.72,34.15
Dairy,51.30,5.49,137.70
Bakery,41.40,6.89,50.38
Meats,55.19,3.61,124.63
Meats,32.06,4.73,0.00
Meats,55.96,6.35,147.92
Meats,44.35,4.48,103.91
Meats,26.32,4.39,0.00
Meats,42.18,4.26,34.88
Meats,34.74,6.93,29.14
Produce,55.04,7.14,130.13
Meats,27.37,4.07,0.00
Dairy,43.60,4.37,37.14
Dairy,52.81,6.07,85.00
Meats,29.23,4.58,0.00
Meats,48.47,2.42,105.23
Meats,40.73,3.86,89.37
Meats,47.17,4.56,99.05
Processed Foods,52.21,5.22,115.01
Meats,29.14,3.12,0.00
Meats,34.03,3.20,0.00
Meats,28.55,2.71,0.00
Meats,32.38,4.66,39.05
Meats,19.76,2.97,0.00
Meats,56.70,2.82,122.35
Meats,42.81,6.33,72.30
Meats,46.11,6.28,71.41
Meats,33.19,4.87,53.32
Meats,25.68,5.02,0.00
Meats,34.53,3.45,0.00
Meats,40.86,5.97,104.08
